"Date and Time Run 1","Time (s) Run 1","Angle (rad) Run 1","Angular Speed (rad/s) Run 1","Angular Acceleration (rad/s²) Run 1","Date and Time Run 2","Time (s) Run 2","Angle (rad) Run 2","Angular Speed (rad/s) Run 2","Angular Acceleration (rad/s²) Run 2","Date and Time Run 3","Time (s) Run 3","Angle (rad) Run 3","Angular Speed (rad/s) Run 3","Angular Acceleration (rad/s²) Run 3","Date and Time Run 4","Time (s) Run 4","Angle (rad) Run 4","Angular Speed (rad/s) Run 4","Angular Acceleration (rad/s²) Run 4","Date and Time Run 5","Time (s) Run 5","Angle (rad) Run 5","Angular Speed (rad/s) Run 5","Angular Acceleration (rad/s²) Run 5","Date and Time Run 6","Time (s) Run 6","Angle (rad) Run 6","Angular Speed (rad/s) Run 6","Angular Acceleration (rad/s²) Run 6","Date and Time Run 7","Time (s) Run 7","Angle (rad) Run 7","Angular Speed (rad/s) Run 7","Angular Acceleration (rad/s²) Run 7","Date and Time Run 8","Time (s) Run 8","Angle (rad) Run 8","Angular Speed (rad/s) Run 8","Angular Acceleration (rad/s²) Run 8","Date and Time Run 9","Time (s) Run 9","Angle (rad) Run 9","Angular Speed (rad/s) Run 9","Angular Acceleration (rad/s²) Run 9","Date and Time Run 10","Time (s) Run 10","Angle (rad) Run 10","Angular Speed (rad/s) Run 10","Angular Acceleration (rad/s²) Run 10","Date and Time Run 11","Time (s) Run 11","Angle (rad) Run 11","Angular Speed (rad/s) Run 11","Angular Acceleration (rad/s²) Run 11","Date and Time Run 12","Time (s) Run 12","Angle (rad) Run 12","Angular Speed (rad/s) Run 12","Angular Acceleration (rad/s²) Run 12","Date and Time Run 13","Time (s) Run 13","Angle (rad) Run 13","Angular Speed (rad/s) Run 13","Angular Acceleration (rad/s²) Run 13","Date and Time Run 14","Time (s) Run 14","Angle (rad) Run 14","Angular Speed (rad/s) Run 14","Angular Acceleration (rad/s²) Run 14","Date and Time Run 15","Time (s) Run 15","Angle (rad) Run 15","Angular Speed (rad/s) Run 15","Angular Acceleration (rad/s²) Run 15","Date and Time Run 16","Time (s) Run 16","Angle (rad) Run 16","Angular Speed (rad/s) Run 16","Angular Acceleration (rad/s²) Run 16","Date and Time Run 17","Time (s) Run 17","Angle (rad) Run 17","Angular Speed (rad/s) Run 17","Angular Acceleration (rad/s²) Run 17","Date and Time Run 18","Time (s) Run 18","Angle (rad) Run 18","Angular Speed (rad/s) Run 18","Angular Acceleration (rad/s²) Run 18","Date and Time Run 19","Time (s) Run 19","Angle (rad) Run 19","Angular Speed (rad/s) Run 19","Angular Acceleration (rad/s²) Run 19","Date and Time Run 20","Time (s) Run 20","Angle (rad) Run 20","Angular Speed (rad/s) Run 20","Angular Acceleration (rad/s²) Run 20","Date and Time Run 21","Time (s) Run 21","Angle (rad) Run 21","Angular Speed (rad/s) Run 21","Angular Acceleration (rad/s²) Run 21","Date and Time Run 22","Time (s) Run 22","Angle (rad) Run 22","Angular Speed (rad/s) Run 22","Angular Acceleration (rad/s²) Run 22"
01/25/2022 12:38:19 pm,9.747,,3.04,,01/25/2022 12:42:58 pm,17.173,,1.67,,01/25/2022 12:45:23 pm,10.579,,2.83,,01/25/2022 12:46:42 pm,7.119,,4.12,,01/25/2022 12:47:23 pm,5.565,,5.20,,01/25/2022 12:48:07 pm,5.199,,5.96,,01/25/2022 12:48:37 pm,4.131,,6.66,,01/25/2022 12:51:21 pm,16.366,,1.72,,01/25/2022 12:51:59 pm,11.862,,2.53,,01/25/2022 12:52:38 pm,9.851,,3.15,,01/25/2022 12:53:13 pm,8.722,,3.53,,01/27/2022 09:13:14 am,6.641,,4.00,,01/27/2022 09:16:50 am,15.666,,1.80,,01/27/2022 09:17:39 am,11.520,,2.47,,01/27/2022 09:18:18 am,10.339,,3.09,,01/27/2022 09:19:23 am,8.332,,3.57,,01/27/2022 09:20:15 am,7.096,,4.03,,01/27/2022 09:25:56 am,8.237,,3.47,,01/27/2022 09:26:22 am,6.752,,4.83,,01/27/2022 09:26:46 am,4.834,,5.87,,01/27/2022 09:27:07 am,4.861,,6.81,,01/27/2022 09:27:38 am,3.231,,7.86,
01/25/2022 12:38:19 pm,9.849,,,0.58,01/25/2022 12:42:58 pm,17.357,,,0.17,01/25/2022 12:45:23 pm,10.687,,,0.52,01/25/2022 12:46:42 pm,7.193,,,1.17,01/25/2022 12:47:23 pm,5.625,,,0.59,01/25/2022 12:48:07 pm,5.251,,,1.78,01/25/2022 12:48:37 pm,4.177,,,2.18,01/25/2022 12:51:21 pm,16.548,,,0.07,01/25/2022 12:51:59 pm,11.986,,,0.09,01/25/2022 12:52:38 pm,9.950,,,0.16,01/25/2022 12:53:13 pm,8.810,,,0.20,01/27/2022 09:13:14 am,6.718,,,0.45,01/27/2022 09:16:50 am,15.839,,,0.08,01/27/2022 09:17:39 am,11.645,,,0.38,01/27/2022 09:18:18 am,10.440,,,0.35,01/27/2022 09:19:23 am,8.419,,,0.17,01/27/2022 09:20:15 am,7.174,16.96,,,01/27/2022 09:25:56 am,8.327,,,0.25,01/27/2022 09:26:22 am,6.816,,,1.04,01/27/2022 09:26:46 am,4.887,,,1.92,01/27/2022 09:27:07 am,4.907,,,1.09,01/27/2022 09:27:38 am,3.271,,,1.44
01/25/2022 12:38:19 pm,9.851,16.96,,,01/25/2022 12:42:58 pm,17.360,16.96,,,01/25/2022 12:45:23 pm,10.690,16.96,,,01/25/2022 12:46:42 pm,7.195,16.96,,,01/25/2022 12:47:23 pm,5.626,16.96,,,01/25/2022 12:48:07 pm,5.252,16.96,,,01/25/2022 12:48:37 pm,4.178,16.96,,,01/25/2022 12:51:21 pm,16.549,16.96,,,01/25/2022 12:51:59 pm,11.986,16.96,,,01/25/2022 12:52:38 pm,9.951,16.96,,,01/25/2022 12:53:13 pm,8.811,16.96,,,01/27/2022 09:13:14 am,6.719,16.96,,,01/27/2022 09:16:50 am,15.841,16.96,,,01/27/2022 09:17:39 am,11.647,16.96,,,01/27/2022 09:18:18 am,10.441,16.96,,,01/27/2022 09:19:23 am,8.420,16.96,,,01/27/2022 09:20:15 am,7.174,,,-0.11,01/27/2022 09:25:56 am,8.328,16.96,,,01/27/2022 09:26:22 am,6.817,16.96,,,01/27/2022 09:26:46 am,4.888,16.96,,,01/27/2022 09:27:07 am,4.907,16.96,,,01/27/2022 09:27:38 am,3.271,16.96,,
01/25/2022 12:38:19 pm,9.950,,3.16,,01/25/2022 12:42:58 pm,17.541,,1.74,,01/25/2022 12:45:23 pm,10.796,,2.94,,01/25/2022 12:46:42 pm,7.268,,4.30,,01/25/2022 12:47:23 pm,5.685,,5.28,,01/25/2022 12:48:07 pm,5.303,,6.14,,01/25/2022 12:48:37 pm,4.224,,6.86,,01/25/2022 12:51:21 pm,16.729,,1.75,,01/25/2022 12:52:00 pm,12.110,,2.55,,01/25/2022 12:52:39 pm,10.050,,3.18,,01/25/2022 12:53:13 pm,8.899,,3.56,,01/27/2022 09:13:14 am,6.796,,4.07,,01/27/2022 09:16:51 am,16.013,,1.83,,01/27/2022 09:17:39 am,11.769,,2.56,,01/27/2022 09:18:18 am,10.540,,3.16,,01/27/2022 09:19:23 am,8.507,,3.60,,01/27/2022 09:20:15 am,7.252,,4.01,,01/27/2022 09:25:56 am,8.417,,3.51,,01/27/2022 09:26:22 am,6.880,,4.96,,01/27/2022 09:26:46 am,4.939,,6.07,,01/27/2022 09:27:07 am,4.953,,6.91,,01/27/2022 09:27:38 am,3.311,,7.98,
01/25/2022 12:38:20 pm,10.048,,,0.34,01/25/2022 12:42:58 pm,17.721,,,0.06,01/25/2022 12:45:23 pm,10.902,,,0.32,01/25/2022 12:46:42 pm,7.341,,,0.13,01/25/2022 12:47:23 pm,5.745,,,0.30,01/25/2022 12:48:07 pm,5.354,17.59,,,01/25/2022 12:48:37 pm,4.270,17.59,,,01/25/2022 12:51:21 pm,16.909,17.59,,,01/25/2022 12:52:00 pm,12.233,,,0.08,01/25/2022 12:52:39 pm,10.148,,,0.27,01/25/2022 12:53:13 pm,8.986,,,0.60,01/27/2022 09:13:14 am,6.873,,,0.44,01/27/2022 09:16:51 am,16.184,,,0.07,01/27/2022 09:17:39 am,11.891,,,0.15,01/27/2022 09:18:18 am,10.638,,,0.41,01/27/2022 09:19:23 am,8.593,,,0.48,01/27/2022 09:20:15 am,7.330,,,0.23,01/27/2022 09:25:56 am,8.506,,,0.44,01/27/2022 09:26:22 am,6.943,,,0.48,01/27/2022 09:26:46 am,4.991,,,0.34,01/27/2022 09:27:07 am,4.998,,,1.07,01/27/2022 09:27:38 am,3.350,,,2.14
01/25/2022 12:38:20 pm,10.050,17.59,,,01/25/2022 12:42:58 pm,17.722,17.59,,,01/25/2022 12:45:23 pm,10.903,17.59,,,01/25/2022 12:46:42 pm,7.341,17.59,,,01/25/2022 12:47:23 pm,5.745,17.59,,,01/25/2022 12:48:07 pm,5.354,,,-0.79,01/25/2022 12:48:37 pm,4.270,,,-0.42,01/25/2022 12:51:21 pm,16.909,,,-0.02,01/25/2022 12:52:00 pm,12.233,17.59,,,01/25/2022 12:52:39 pm,10.148,17.59,,,01/25/2022 12:53:13 pm,8.987,17.59,,,01/27/2022 09:13:14 am,6.873,17.59,,,01/27/2022 09:16:51 am,16.185,17.59,,,01/27/2022 09:17:39 am,11.892,17.59,,,01/27/2022 09:18:18 am,10.640,17.59,,,01/27/2022 09:19:23 am,8.594,17.59,,,01/27/2022 09:20:15 am,7.330,17.59,,,01/27/2022 09:25:56 am,8.507,17.59,,,01/27/2022 09:26:22 am,6.943,17.59,,,01/27/2022 09:26:46 am,4.991,17.59,,,01/27/2022 09:27:07 am,4.998,17.59,,,01/27/2022 09:27:38 am,3.350,17.59,,
01/25/2022 12:38:20 pm,10.147,,3.22,,01/25/2022 12:42:58 pm,17.901,,1.76,,01/25/2022 12:45:24 pm,11.007,,3.01,,01/25/2022 12:46:42 pm,7.414,,4.32,,01/25/2022 12:47:23 pm,5.804,,5.31,,01/25/2022 12:48:07 pm,5.406,,6.06,,01/25/2022 12:48:37 pm,4.316,,6.82,,01/25/2022 12:51:22 pm,17.089,,1.74,,01/25/2022 12:52:00 pm,12.355,,2.57,,01/25/2022 12:52:39 pm,10.246,,3.23,,01/25/2022 12:53:14 pm,9.073,,3.67,,01/27/2022 09:13:14 am,6.949,,4.14,,01/27/2022 09:16:51 am,16.354,,1.85,,01/27/2022 09:17:40 am,12.013,,2.60,,01/27/2022 09:18:18 am,10.737,,3.24,,01/27/2022 09:19:23 am,8.679,,3.69,,01/27/2022 09:20:15 am,7.408,,4.05,,01/27/2022 09:25:56 am,8.594,,3.59,,01/27/2022 09:26:23 am,7.006,,5.02,,01/27/2022 09:26:47 am,5.043,,6.11,,01/27/2022 09:27:08 am,5.043,,7.01,,01/27/2022 09:27:38 am,3.389,,8.14,
01/25/2022 12:38:20 pm,10.244,,,0.13,01/25/2022 12:42:59 pm,18.079,,,0.04,01/25/2022 12:45:24 pm,11.111,,,0.15,01/25/2022 12:46:42 pm,7.486,,,0.31,01/25/2022 12:47:23 pm,5.862,,,1.26,01/25/2022 12:48:07 pm,5.457,,,1.84,01/25/2022 12:48:37 pm,4.361,,,2.02,01/25/2022 12:51:22 pm,17.267,,,0.17,01/25/2022 12:52:00 pm,12.476,,,0.39,01/25/2022 12:52:39 pm,10.343,18.22,,,01/25/2022 12:53:14 pm,9.159,18.22,,,01/27/2022 09:13:15 am,7.025,,,0.17,01/27/2022 09:16:51 am,16.521,,,0.19,01/27/2022 09:17:40 am,12.131,,,0.51,01/27/2022 09:18:18 am,10.833,,,0.28,01/27/2022 09:19:23 am,8.764,,,0.55,01/27/2022 09:20:15 am,7.484,,,0.93,01/27/2022 09:25:56 am,8.681,,,0.34,01/27/2022 09:26:23 am,7.068,,,0.73,01/27/2022 09:26:47 am,5.093,,,1.43,01/27/2022 09:27:08 am,5.087,,,2.68,01/27/2022 09:27:38 am,3.427,,,2.64
01/25/2022 12:38:20 pm,10.244,18.22,,,01/25/2022 12:42:59 pm,18.080,18.22,,,01/25/2022 12:45:24 pm,11.112,18.22,,,01/25/2022 12:46:42 pm,7.487,18.22,,,01/25/2022 12:47:23 pm,5.863,18.22,,,01/25/2022 12:48:07 pm,5.458,18.22,,,01/25/2022 12:48:37 pm,4.362,18.22,,,01/25/2022 12:51:22 pm,17.270,18.22,,,01/25/2022 12:52:00 pm,12.478,18.22,,,01/25/2022 12:52:39 pm,10.343,,,-0.02,01/25/2022 12:53:14 pm,9.159,,,-0.09,01/27/2022 09:13:15 am,7.025,18.22,,,01/27/2022 09:16:51 am,16.524,18.22,,,01/27/2022 09:17:40 am,12.134,18.22,,,01/27/2022 09:18:18 am,10.834,18.22,,,01/27/2022 09:19:23 am,8.765,18.22,,,01/27/2022 09:20:15 am,7.485,18.22,,,01/27/2022 09:25:56 am,8.682,18.22,,,01/27/2022 09:26:23 am,7.068,18.22,,,01/27/2022 09:26:47 am,5.094,18.22,,,01/27/2022 09:27:08 am,5.088,18.22,,,01/27/2022 09:27:38 am,3.427,18.22,,
01/25/2022 12:38:20 pm,10.341,,3.25,,01/25/2022 12:42:59 pm,18.257,,1.77,,01/25/2022 12:45:24 pm,11.215,,3.04,,01/25/2022 12:46:42 pm,7.559,,4.36,,01/25/2022 12:47:23 pm,5.921,,5.46,,01/25/2022 12:48:07 pm,5.508,,6.25,,01/25/2022 12:48:37 pm,4.406,,7.01,,01/25/2022 12:51:22 pm,17.445,,1.80,,01/25/2022 12:52:00 pm,12.596,,2.66,,01/25/2022 12:52:39 pm,10.440,,3.23,,01/25/2022 12:53:14 pm,9.245,,3.65,,01/27/2022 09:13:15 am,7.101,,4.16,,01/27/2022 09:16:51 am,16.688,,1.91,,01/27/2022 09:17:40 am,12.249,,2.72,,01/27/2022 09:18:18 am,10.929,,3.29,,01/27/2022 09:19:23 am,8.848,,3.78,,01/27/2022 09:20:15 am,7.560,,4.19,,01/27/2022 09:25:56 am,8.768,,3.65,,01/27/2022 09:26:23 am,7.130,,5.11,,01/27/2022 09:26:47 am,5.144,,6.25,,01/27/2022 09:27:08 am,5.131,,7.24,,01/27/2022 09:27:38 am,3.465,,8.35,
01/25/2022 12:38:20 pm,10.436,,,0.45,01/25/2022 12:42:59 pm,18.432,,,0.17,01/25/2022 12:45:24 pm,11.318,,,0.04,01/25/2022 12:46:42 pm,7.630,,,1.23,01/25/2022 12:47:23 pm,5.977,,,1.14,01/25/2022 12:48:07 pm,5.557,,,1.95,01/25/2022 12:48:37 pm,4.450,,,2.88,01/25/2022 12:51:22 pm,17.617,,,0.15,01/25/2022 12:52:00 pm,12.713,,,0.18,01/25/2022 12:52:39 pm,10.536,,,0.47,01/25/2022 12:53:14 pm,9.329,,,0.81,01/27/2022 09:13:15 am,7.175,,,1.18,01/27/2022 09:16:51 am,16.852,,,0.01,01/27/2022 09:17:40 am,12.363,,,0.33,01/27/2022 09:18:19 am,11.023,,,0.61,01/27/2022 09:19:23 am,8.931,,,0.10,01/27/2022 09:20:15 am,7.635,,,0.61,01/27/2022 09:25:56 am,8.853,,,0.48,01/27/2022 09:26:23 am,7.191,,,0.41,01/27/2022 09:26:47 am,5.194,,,0.85,01/27/2022 09:27:08 am,5.175,18.85,,,01/27/2022 09:27:38 am,3.503,18.85,,
01/25/2022 12:38:20 pm,10.438,18.85,,,01/25/2022 12:42:59 pm,18.435,18.85,,,01/25/2022 12:45:24 pm,11.318,18.85,,,01/25/2022 12:46:42 pm,7.631,18.85,,,01/25/2022 12:47:23 pm,5.978,18.85,,,01/25/2022 12:48:07 pm,5.558,18.85,,,01/25/2022 12:48:37 pm,4.451,18.85,,,01/25/2022 12:51:22 pm,17.619,18.85,,,01/25/2022 12:52:00 pm,12.714,18.85,,,01/25/2022 12:52:39 pm,10.538,18.85,,,01/25/2022 12:53:14 pm,9.331,18.85,,,01/27/2022 09:13:15 am,7.176,18.85,,,01/27/2022 09:16:51 am,16.852,18.85,,,01/27/2022 09:17:40 am,12.365,18.85,,,01/27/2022 09:18:19 am,11.024,18.85,,,01/27/2022 09:19:23 am,8.931,18.85,,,01/27/2022 09:20:15 am,7.635,18.85,,,01/27/2022 09:25:56 am,8.854,18.85,,,01/27/2022 09:26:23 am,7.191,18.85,,,01/27/2022 09:26:47 am,5.195,18.85,,,01/27/2022 09:27:08 am,5.175,,,-0.25,01/27/2022 09:27:38 am,3.503,,,-0.83
01/25/2022 12:38:20 pm,10.532,,3.34,,01/25/2022 12:42:59 pm,18.607,,1.83,,01/25/2022 12:45:24 pm,11.421,,3.05,,01/25/2022 12:46:42 pm,7.700,,4.53,,01/25/2022 12:47:24 pm,6.034,,5.59,,01/25/2022 12:48:07 pm,5.607,,6.44,,01/25/2022 12:48:37 pm,4.495,,7.26,,01/25/2022 12:51:22 pm,17.789,,1.85,,01/25/2022 12:52:00 pm,12.830,,2.70,,01/25/2022 12:52:39 pm,10.632,,3.32,,01/25/2022 12:53:14 pm,9.414,,3.79,,01/27/2022 09:13:15 am,7.249,,4.34,,01/27/2022 09:16:52 am,17.016,,1.92,,01/27/2022 09:17:40 am,12.477,,2.80,,01/27/2022 09:18:19 am,11.117,,3.41,,01/27/2022 09:19:24 am,9.014,,3.80,,01/27/2022 09:20:15 am,7.709,,4.28,,01/27/2022 09:25:56 am,8.938,,3.73,,01/27/2022 09:26:23 am,7.252,,5.16,,01/27/2022 09:26:47 am,5.244,,6.34,,01/27/2022 09:27:08 am,5.218,,7.22,,01/27/2022 09:27:38 am,3.540,,8.28,
01/25/2022 12:38:20 pm,10.626,19.48,,,01/25/2022 12:42:59 pm,18.778,,,0.02,01/25/2022 12:45:24 pm,11.523,,,0.17,01/25/2022 12:46:42 pm,7.769,19.48,,,01/25/2022 12:47:24 pm,6.091,19.48,,,01/25/2022 12:48:07 pm,5.656,,,0.25,01/25/2022 12:48:37 pm,4.538,19.48,,,01/25/2022 12:51:22 pm,17.958,19.48,,,01/25/2022 12:52:00 pm,12.946,,,0.09,01/25/2022 12:52:39 pm,10.725,,,0.58,01/25/2022 12:53:14 pm,9.496,,,0.54,01/27/2022 09:13:15 am,7.321,,,0.30,01/27/2022 09:16:52 am,17.178,,,0.07,01/27/2022 09:17:40 am,12.589,19.48,,,01/27/2022 09:18:19 am,11.209,19.48,,,01/27/2022 09:19:24 am,9.096,,,0.44,01/27/2022 09:20:15 am,7.781,,,0.95,01/27/2022 09:25:57 am,9.022,,,0.27,01/27/2022 09:26:23 am,7.313,,,0.62,01/27/2022 09:26:47 am,5.294,,,0.52,01/27/2022 09:27:08 am,5.261,,,3.01,01/27/2022 09:27:38 am,3.578,,,3.31
01/25/2022 12:38:20 pm,10.627,,,-0.23,01/25/2022 12:42:59 pm,18.779,19.48,,,01/25/2022 12:45:24 pm,11.524,19.48,,,01/25/2022 12:46:42 pm,7.770,,,-0.54,01/25/2022 12:47:24 pm,6.091,,,-0.16,01/25/2022 12:48:07 pm,5.656,19.48,,,01/25/2022 12:48:37 pm,4.538,,,-1.38,01/25/2022 12:51:22 pm,17.958,,,-8.69E-4,01/25/2022 12:52:00 pm,12.947,19.48,,,01/25/2022 12:52:39 pm,10.727,19.48,,,01/25/2022 12:53:14 pm,9.497,19.48,,,01/27/2022 09:13:15 am,7.321,19.48,,,01/27/2022 09:16:52 am,17.179,19.48,,,01/27/2022 09:17:40 am,12.590,,,-0.20,01/27/2022 09:18:19 am,11.209,,,-0.20,01/27/2022 09:19:24 am,9.096,19.48,,,01/27/2022 09:20:15 am,7.782,19.48,,,01/27/2022 09:25:57 am,9.022,19.48,,,01/27/2022 09:26:23 am,7.313,19.48,,,01/27/2022 09:26:47 am,5.294,19.48,,,01/27/2022 09:27:08 am,5.262,19.48,,,01/27/2022 09:27:38 am,3.578,19.48,,
01/25/2022 12:38:20 pm,10.722,,3.29,,01/25/2022 12:42:59 pm,18.950,,1.83,,01/25/2022 12:45:24 pm,11.626,,3.09,,01/25/2022 12:46:42 pm,7.840,,4.46,,01/25/2022 12:47:24 pm,6.147,,5.57,,01/25/2022 12:48:07 pm,5.704,,6.47,,01/25/2022 12:48:37 pm,4.582,,7.14,,01/25/2022 12:51:23 pm,18.128,,1.85,,01/25/2022 12:52:01 pm,13.062,,2.72,,01/25/2022 12:52:39 pm,10.819,,3.43,,01/25/2022 12:53:14 pm,9.578,,3.88,,01/27/2022 09:13:15 am,7.393,,4.38,,01/27/2022 09:16:52 am,17.341,,1.94,,01/27/2022 09:17:40 am,12.703,,2.75,,01/27/2022 09:18:19 am,11.302,,3.37,,01/27/2022 09:19:24 am,9.178,,3.87,,01/27/2022 09:20:15 am,7.853,,4.42,,01/27/2022 09:25:57 am,9.105,,3.77,,01/27/2022 09:26:23 am,7.373,,5.24,,01/27/2022 09:26:47 am,5.343,,6.39,,01/27/2022 09:27:08 am,5.304,,7.48,,01/27/2022 09:27:38 am,3.615,,8.53,
01/25/2022 12:38:20 pm,10.816,,,0.44,01/25/2022 12:43:00 pm,19.120,,,0.11,01/25/2022 12:45:24 pm,11.726,,,0.58,01/25/2022 12:46:42 pm,7.910,,,0.81,01/25/2022 12:47:24 pm,6.203,,,1.28,01/25/2022 12:48:07 pm,5.753,,,0.58,01/25/2022 12:48:37 pm,4.625,,,1.73,01/25/2022 12:51:23 pm,18.296,,,0.11,01/25/2022 12:52:01 pm,13.176,,,0.26,01/25/2022 12:52:39 pm,10.910,,,0.05,01/25/2022 12:53:14 pm,9.658,,,0.29,01/27/2022 09:13:15 am,7.464,,,0.70,01/27/2022 09:16:52 am,17.500,,,0.20,01/27/2022 09:17:40 am,12.817,,,0.11,01/27/2022 09:18:19 am,11.395,,,0.16,01/27/2022 09:19:24 am,9.258,,,0.37,01/27/2022 09:20:15 am,7.924,20.11,,,01/27/2022 09:25:57 am,9.188,,,0.13,01/27/2022 09:26:23 am,7.432,,,1.31,01/27/2022 09:26:47 am,5.391,,,1.86,01/27/2022 09:27:08 am,5.346,20.11,,,01/27/2022 09:27:38 am,3.652,,,1.80
01/25/2022 12:38:20 pm,10.817,20.11,,,01/25/2022 12:43:00 pm,19.121,20.11,,,01/25/2022 12:45:24 pm,11.727,20.11,,,01/25/2022 12:46:42 pm,7.910,20.11,,,01/25/2022 12:47:24 pm,6.203,20.11,,,01/25/2022 12:48:07 pm,5.753,20.11,,,01/25/2022 12:48:37 pm,4.626,20.11,,,01/25/2022 12:51:23 pm,18.298,20.11,,,01/25/2022 12:52:01 pm,13.177,20.11,,,01/25/2022 12:52:39 pm,10.910,20.11,,,01/25/2022 12:53:14 pm,9.659,20.11,,,01/27/2022 09:13:15 am,7.464,20.11,,,01/27/2022 09:16:52 am,17.503,20.11,,,01/27/2022 09:17:40 am,12.818,20.11,,,01/27/2022 09:18:19 am,11.395,20.11,,,01/27/2022 09:19:24 am,9.259,20.11,,,01/27/2022 09:20:15 am,7.925,,,-0.62,01/27/2022 09:25:57 am,9.189,20.11,,,01/27/2022 09:26:23 am,7.433,20.11,,,01/27/2022 09:26:47 am,5.392,20.11,,,01/27/2022 09:27:08 am,5.346,,,-0.20,01/27/2022 09:27:38 am,3.652,20.11,,
01/25/2022 12:38:20 pm,10.910,,3.37,,01/25/2022 12:43:00 pm,19.289,,1.87,,01/25/2022 12:45:24 pm,11.826,,3.20,,01/25/2022 12:46:42 pm,7.979,,4.57,,01/25/2022 12:47:24 pm,6.258,,5.71,,01/25/2022 12:48:07 pm,5.801,,6.52,,01/25/2022 12:48:37 pm,4.669,,7.29,,01/25/2022 12:51:23 pm,18.464,,1.89,,01/25/2022 12:52:01 pm,13.290,,2.78,,01/25/2022 12:52:40 pm,11.002,,3.43,,01/25/2022 12:53:14 pm,9.739,,3.92,,01/27/2022 09:13:15 am,7.534,,4.48,,01/27/2022 09:16:52 am,17.659,,2.01,,01/27/2022 09:17:40 am,12.931,,2.78,,01/27/2022 09:18:19 am,11.488,,3.40,,01/27/2022 09:19:24 am,9.339,,3.93,,01/27/2022 09:20:15 am,7.997,,4.33,,01/27/2022 09:25:57 am,9.271,,3.80,,01/27/2022 09:26:23 am,7.491,,5.39,,01/27/2022 09:26:47 am,5.440,,6.57,,01/27/2022 09:27:08 am,5.388,,7.46,,01/27/2022 09:27:38 am,3.688,,8.66,
01/25/2022 12:38:21 pm,11.002,,,0.38,01/25/2022 12:43:00 pm,19.455,,,0.12,01/25/2022 12:45:24 pm,11.923,,,0.09,01/25/2022 12:46:43 pm,8.048,,,0.31,01/25/2022 12:47:24 pm,6.313,20.73,,,01/25/2022 12:48:07 pm,5.849,,,0.65,01/25/2022 12:48:37 pm,4.712,,,0.76,01/25/2022 12:51:23 pm,18.630,20.73,,,01/25/2022 12:52:01 pm,13.403,20.73,,,01/25/2022 12:52:40 pm,11.093,,,0.31,01/25/2022 12:53:14 pm,9.818,,,0.39,01/27/2022 09:13:15 am,7.604,,,0.20,01/27/2022 09:16:52 am,17.816,20.73,,,01/27/2022 09:17:41 am,13.042,,,0.33,01/27/2022 09:18:19 am,11.579,,,0.51,01/27/2022 09:19:24 am,9.419,,,0.19,01/27/2022 09:20:16 am,8.069,,,0.55,01/27/2022 09:25:57 am,9.353,,,0.78,01/27/2022 09:26:23 am,7.550,,,0.09,01/27/2022 09:26:47 am,5.488,,,0.48,01/27/2022 09:27:08 am,5.429,,,1.70,01/27/2022 09:27:38 am,3.725,20.73,,
01/25/2022 12:38:21 pm,11.003,20.73,,,01/25/2022 12:43:00 pm,19.457,20.73,,,01/25/2022 12:45:24 pm,11.924,20.73,,,01/25/2022 12:46:43 pm,8.048,20.73,,,01/25/2022 12:47:24 pm,6.313,,,-0.24,01/25/2022 12:48:07 pm,5.849,20.73,,,01/25/2022 12:48:37 pm,4.712,20.73,,,01/25/2022 12:51:23 pm,18.631,,,-0.01,01/25/2022 12:52:01 pm,13.404,,,-0.04,01/25/2022 12:52:40 pm,11.093,20.73,,,01/25/2022 12:53:14 pm,9.819,20.73,,,01/27/2022 09:13:15 am,7.604,20.73,,,01/27/2022 09:16:52 am,17.816,,,0.00,01/27/2022 09:17:41 am,13.044,20.73,,,01/27/2022 09:18:19 am,11.580,20.73,,,01/27/2022 09:19:24 am,9.419,20.73,,,01/27/2022 09:20:16 am,8.070,20.73,,,01/27/2022 09:25:57 am,9.354,20.73,,,01/27/2022 09:26:23 am,7.550,20.73,,,01/27/2022 09:26:47 am,5.488,20.73,,,01/27/2022 09:27:08 am,5.430,20.73,,,01/27/2022 09:27:38 am,3.725,,,-0.05
01/25/2022 12:38:21 pm,11.094,,3.45,,01/25/2022 12:43:00 pm,19.621,,1.91,,01/25/2022 12:45:25 pm,12.021,,3.22,,01/25/2022 12:46:43 pm,8.116,,4.61,,01/25/2022 12:47:24 pm,6.369,,5.69,,01/25/2022 12:48:07 pm,5.897,,6.58,,01/25/2022 12:48:37 pm,4.755,,7.36,,01/25/2022 12:51:23 pm,18.797,,1.88,,01/25/2022 12:52:01 pm,13.517,,2.77,,01/25/2022 12:52:40 pm,11.183,,3.49,,01/25/2022 12:53:14 pm,9.898,,3.98,,01/27/2022 09:13:15 am,7.674,,4.51,,01/27/2022 09:16:52 am,17.972,,2.01,,01/27/2022 09:17:41 am,13.154,,2.85,,01/27/2022 09:18:19 am,11.670,,3.49,,01/27/2022 09:19:24 am,9.498,,3.96,,01/27/2022 09:20:16 am,8.141,,4.41,,01/27/2022 09:25:57 am,9.434,,3.92,,01/27/2022 09:26:23 am,7.608,,5.40,,01/27/2022 09:26:47 am,5.535,,6.61,,01/27/2022 09:27:08 am,5.471,,7.61,,01/27/2022 09:27:38 am,3.761,,8.66,
